threads,size,pin,runtime,energy
7.9704823,1500,false,1.7245574,76.59416
7.772259,1500,false,1.6295987,70.82819
7.772259,1500,false,1.6247681,70.399536
7.772259,1500,false,1.6335485,70.68494
7.772259,1500,false,1.6356933,70.62451
7.772259,1500,false,1.6439772,70.862434
7.772259,1500,false,1.6181854,70.46704
7.772259,1500,false,1.6346972,70.66113
7.772259,1500,false,1.6173446,70.322395
7.772259,1500,false,1.6168282,70.40473
7.772259,1500,false,1.6175257,70.37189
7.583155,1500,false,1.64226,70.794075
7.583155,1500,false,1.6567147,71.30829
7.583155,1500,false,1.6180748,70.47925
7.583155,1500,false,1.6356921,70.8454
7.583155,1500,false,1.6540399,71.09833
7.583155,1500,false,1.6165006,70.56074
7.583155,1500,false,1.6356866,70.774666
7.583155,1500,false,1.6204557,70.68512
7.583155,1500,false,1.6631432,71.194336
7.583155,1500,false,1.6342924,70.60004
7.765143,1500,false,1.6185756,70.57392
7.765143,1500,false,1.6444154,71.03778
7.765143,1500,false,1.6507912,71.888
7.765143,1500,false,1.7280855,72.153015
7.765143,1500,false,1.6373885,70.70533
7.765143,1500,false,1.6236489,70.727905
7.765143,1500,false,1.6621745,71.18653
7.765143,1500,false,1.6267107,70.74805
7.765143,1500,false,1.6249155,70.73957
7.765143,1500,false,1.6266763,70.81537
7.588796,1500,false,1.6370583,71.17407
7.588796,1500,false,1.6649969,71.23004
7.588796,1500,false,1.6443359,71.03602
7.588796,1500,false,1.6344004,70.92755
7.588796,1500,false,1.6736639,71.31262
7.588796,1500,false,1.6416755,70.80811
7.588796,1500,false,1.6663543,71.36548
7.588796,1500,false,1.6257159,70.79053
7.588796,1500,false,1.624921,70.75232
7.588796,1500,false,1.6194587,70.71815
